index,dataname,fold1,fold2,fold3,fold4,fold5,mean_fold,acc1,acc2,acc3,acc4,acc5,mean_acc
42,Motorcondition1,0.6831612586975098,0.5350869297981262,0.15934956073760986,0.08036549389362335,0.04202072694897652,0.29999679401516915,0.5730818510055542,0.7605372071266174,0.9462780356407166,0.9835690855979919,0.9942848682403564,0.8515502095222474
43,Motorcondition2,1.731548547744751,0.30229517817497253,0.031691014766693115,5.6092176237143576e-05,0.00014010343875270337,0.4131461872602813,0.5756013989448547,0.907216489315033,0.9948453903198242,1.0,1.0,0.8955326557159424
47,FordB,0.8247968554496765,0.6655891537666321,0.5789899230003357,0.5864891409873962,0.6599969863891602,0.6631724119186402,0.2623211443424225,0.6305246353149414,0.8368839621543884,0.7357710599899292,0.6282988786697388,0.618759936094284
48,Ladlefurnace,0.2046308070421219,0.14911609888076782,0.15777742862701416,0.09695056825876236,0.10296476632356644,0.14228793382644653,0.947134792804718,0.9576271176338196,0.9600484371185303,0.972154974937439,0.9741727113723755,0.9622276067733765
50,PLAID,0.04554666206240654,0.4624519348144531,0.008485673926770687,0.027717899531126022,0.08975625038146973,0.1267916841432452,0.9886363744735718,0.7954545617103577,1.0,0.9886363744735718,0.9886363744735718,0.9522727370262146
53,Walk2D,0.267182856798172,0.18448343873023987,0.13938531279563904,0.2066921442747116,0.2173033207654953,0.20300941467285155,0.9148567914962769,0.9333077073097229,0.9486834406852722,0.9210070967674255,0.9187007546424866,0.9273111581802368
54,CNCMachining,5.82014614280979e-09,4.8045744466262974e-11,3.895226240158081,0.16272519528865814,0.06271322816610336,0.8241329338962068,1.0,1.0,0.6466646790504456,0.949169933795929,0.9773619174957275,0.9146393060684204
66,Cuttingblade,1.1839034414151683e-05,0.012376638129353523,7.672515869140625,2.5220294901373563e-06,6.028337224961433e-07,1.5369814942335212,1.0,0.9985344409942627,0.0,1.0,1.0,0.7997068881988525
